essay_id,prompt,essay,score
3529,2,"There are millions of books and other media in libraries all across the world. Millions of people read and listen to those materials every day. Some people @MONTH1 like certain books or media and dislike others. Many people dislike certain materials because of their content. Everyone has the right to read and watch what they want and not everyone will read or watch the same materials. Although some materials @MONTH1 be offensive, they should not be removed from the libraries.     Books and other media should not be removed from library shelves because what some people find offensive does not offend other people. Everyone has a right to their own beliefs and opinions. If someone wants to read a book or watch a video, they should be able to. What is offensive and what is not is a personal choice and it all depends on that person's point of view. If someone thinks the content in a book, song, or movie is offensive, then they should not read or listen to it.     Materials should not be removed from libraries because they can be used to learn history and other things that people should know about. Take, for example, the @CAPS1. There are thousands of books on the @CAPS1 and many movies as well. These materials should not be removed from library shelves because even though some people find them offensive, they can be used to teach people how horrible it was so that it does not happen again. People should inform themselves about something before they view it so that they are not offended by the content inside. Some content in history is very mature and should only be viewed by mature audiences.     The offensive content should not be removed from libraries because it is usually in a mature section and it has a right to be there. Most content that some people find offensive is for adult audiences. There are not children's books that talk about things that parents would find offensive to their children. The content has a right to be there. If the author or publisher took the the time to create the work, then they should recieve credit for making it. In the @LOCATION1, there is freedom of speech and people should be able to say what they want to say. If the content is too offensive then it should be removed but only under special circumstances.     The content in libraries, offensive or not, should not be removed. People can read or watch whatever they want. Many people have many different opinions on what should and should not be in libraries. The libraries are public and they are shared. No one person has the right to dictate what should and should not be in libraries. If it was not for libraries, the people in society would not be as smart as they are",4.0
4214,2,"People of all ages have the right to read any material that they want @CAPS1 or other family members @MONTH1 tell their children not to read about a certain topic. Those children will either listen to their @CAPS1 or not. If these children do not listen, we need to do something about it. We need to have rules in libraries. Children do not need bad influences in thier lives.Adults have the right to keep children away from this information.     Leaders of a library have many different sections in their library. Children and adults both have thier own sections as well as teens. These groups of people have a right to choose what material it is that they want to read, watch, or listen to. I believe that if we make the sections have an age limit we can prevent children from finding bad information. Right now, children can read this information at any time. Adults can eliminate it.     Children in libraries should be supervized. Too many books are about drugs, sex, or pregnancy. Reading this material @MONTH1 give off bad information to a child. Children are not old enough to be learning about sex. @CAPS1 should be the first to tell thier child about sex. Young children know about drugs and know that those drugs are harmful. Children learn about drugs in movies, books, and can hear about them in music. Many books deal with pregnacy as well. Learning about pregnancy make them think how that women got pregnant with a child. Those children then start to ask other adults and children.      Children can also read or listen about gun violence. Children read about gangs and think that it is cool. They then want to play with toy guns and pretend that they are in a gang. This information is very harmful and should not be allowed to children. After some children read about it they get thier friends involved. This information can spread across the school. Violence is very harmful for children.     Librarians are not in control of the material people wish to read. If that library has offensive material it is their job not to let that material get into a young persons hands. They should be able to have strict limits on age apropriate material. If a child tries to check out a book and it seems to be over their age limit, they should not be allowed to have the book. The sections that they @MONTH1 find harmful information should be closed to young children. Children in libraries should be supervized. Books about drugs, sex, or pregnacy @MONTH1 not be allowed for children to read. Violence in books seem to spread across schools. Adults can help prevent harmful information from all children.",4.0
4550,2,"Alot of things can be found offensive now days, but that does not mean you take it away from others who enjoy it. Everyone has their own view, and opinon on things. For the things people find offensive I believe they should just simply stay away from it.     No, I do not believe certain materials should be removed from the library shelves. Somethings people @MONTH1 find offensive others might enjoy. Its simple, if it comes to the point were people are causing problems then maybe that will be up to the people that work in the libraries. Yes, there @MONTH1 be alot of things that people take offensive, but that dose not mean take away the things others @MONTH1 enjoy. I have been to many libraries in my life. I have not really seen anything offensive, but I have seen some books and movies for adults only. Honestly in my eyes its simple, if there is something you find offensive just stay away from it, because others @MONTH1 enjoy it.     Its not up to me weather the materials should be removed from the library shelves. Although I do believe that people who find things offensive should just stay away from it. You have to take things into consideration before jumping straight into conclusions.",3.0
15029,6,"There were several obstacles that the builders of the Empire State Building faced in attempting to allow dirigibles to dock there. One major problem was the stress added to the building's frame when the dirigible wore it at the top of the building. ""The stress of the dirigible's load and the wind pressure would have to be transmitted all the way to the building's foundation."" This meant that they would have to rearrange the frame to make it work. Consequently, the workers were never able to accomplish the goal. Safety was a major factor in the failure to dock dirigibles at the @ORGANIZATION1 dirigibles were highly flammable which could have caused a serious accident to occur. However, the ""greatest obstacle to the successful use of the mooring mast was nature itself."" @CAPS1 there were heavy air currents above the building, it would cause the dirigible to ""swivel around"" when attached to the mooring mast. There was also an existing law that prohibited planes to fly low over city areas, which of making impossible for dirigibles to reach the building. As a result of all these obstacles, the main goal to dock dirigibles was not achieved.",4.0
4404,2,"Tuff @CAPS1 for a little @CAPS2      Censorship is a problem we are faced with today. I believe there are certain instances where censorship is necessary, but I also feel it must be kept in check. Thats why i have a great deal of reespect for organizations and industries that try and stop or put of censorship media untill your more mature and responsible enough to handle it.         The most common categories where censorship is not all right in my world are, books and music. A lot of book are very well writen and fabulous to read, but in history or racial, and more cultural books they use words/terms that are offensive to me and a lot of other people to.      Also, the main cause in thius is music. In today's society, nearly every person has an ipod and downloaded onto that ipod is music. Im not saying all music is terribly bad, but in most cases i hear about every word in the book and race topics. Rappers are setting bad examples for young adolecents like myself, who pose with guns and have marijuna and crack. Why do they do this? Just to mkae themselves more popular. That is hurting our education and making us think we shyould be criminals.      I in my opinion enjoy magazines and tru informative facts from professional reporters. Tghe reporters are on the citizens side and trying to get the true facts out there for us the people. Maqgazines also, tell about annual celbrations and good things happening in the world. Whyere you can find out the scores of sports game and what the weather is going to be like.      Last year, i remeber reading 'To @CAPS3 a @CAPS4'. It was so contraversial and talked about blackl slaves and whites treatinbg them like dirt. Also, about black never win a trial and there treated unfairly. I felt embaressed and i was the only african american in the class. It was akward. I felt like if we had a discussion people would talk badly about iot then remember i was in the room then theyd stop.     What is the world going to do? Censorship covers an entire multi media spectrum of what is bad and good censorship. It is up to the right people to stand up for what is right and wrong for your children and young adolecents in the world. To help fight this cause! Bring down all that is bad! We can do it, we will fight! Like @PERSON1 says, 'dont hope for a better change or wish for a new world.' If you want change you need to make it happen and stand up for whats right and make a differnce in the world",4.0
3174,2,"I do believe that some places have magizines, books, movies, and music that need to be removed from all shelfs. Just think, if you had childern would you want them getting ahold of a magizine with nude men or women in it. Yes people tell you they have control of there kids in stores, but i know you see kids all the time walking away or roming off to try to do what they want, and go to places they shouldnt be like magizines for instence. Would you want to find your little one looking at a magizine with nude wemon in it? Thats not the things kids should be finding in stores, its not nessacary.     Same deal goes with movies, say you rent a movie from one of your many movie places and it has nudity or cursing in it, do want that around your kids? i know i wouldnt, cause kids are like monkeys, monkey see monkey do, and you dont want your little one walking aroud cussing at you. I have little cousins and ive seen it happen many times where they cuss back at there parents, and when the parents ask them where they heard that its usually the same answer, tv or movies.      So do you really think it's nessacary to have all that bad stuff around for anyone, of many ages to see? It's not. Everything like that just needs to be taken off all shelf and destoryed, cause I shouldnt have to see it and niether should anyone else, its gross, nasty, and inrepropriet to childern. I say get read of it all and do everyone a favor",3.0
16296,6,"In the excerpt, The Mooring Mast by Marcia Amidon Lüsted some obstacles the Empire State Building faced in attempting to allow dirigibles to dock there are the winds were too strong and most used hydrogen instead of helium which is very flammable. The way that the dirigibles would dock to the building was by a cord attached to the mast. The dirigibles would then be ""dangling high above pedestrians in the street."" (@NUM1). This was ""neither practical nor safe"" (@NUM1) This would not only endanger the pedestrians below but also the people on the dirigibles. The wind was so strong that it could throw it into a building. Most dirigibles fuel on hydrogen rather than helium, hydrogen is much more flammable. ""The German dirigible Hindenburg was destroyed by fire in Lakehurst, New Jersey."" (@NUM3) The owners of the Empire State building saw this as another huge problem because of how much worse it would be if one caught fire in densely populated New York.",3.0
4031,2,I dont thank so due to the fact that most libraries in towns and cities are open to the public.  if the person or persons find the peice of material offending then they should pass the item.  or they can skim over it.  on the other hand the person or persons does have the right to freedom of speech but should not exceed their opinion above the level of the law.       if music is played in the library that others do find offended then in my opinion yes they should and can speak up for their rights.  books and magazines should be allowed in the public library even if they feel offended.  this is due to the fact that it is a public library and there should be many many different kinds of books.  this is because people hav different personalities which mean we wll like different things.  that does not mean that others can not speak their opinion because like i said earlier every one in the united states of america has the right to speak what is on their mind even though it @MONTH1 not be what others want to hear they can still do it.     well that is my opinion on what i think should happen.,3.0
3867,2,"In a library, should certain materials, such as books, music, movies, magazines, etc., be removed from the shelves if they are found offensive? Many people @MONTH1 feel upset if they find a book or magazine or any type of material that is inappropiate for anyone to see/hear.         Inappropiate material is commonly referred to as pictures and or words that @MONTH1 offend people. The words in songs can be offensive. Talking about girls in disrespectful ways in music can offend girls and listeners. Pictures can also be offensive in many ways such as sex, race, and violence.      I believe that, if a book, music, movies, or magazines upset you then you should stay away from that section or just that material in particular. If you have been to a library you see that kids mainly stay in the kids section anyways; and if you're an adult then you should be mature enough to ignore what bothers you. I have been in a library a few times in my life. When I search for what im looking for, I ignore what offends me or upsets me.      In a library, should certain materials, such as books, music, movies, magazines, etc., be removed from the shelves if they are found offensive? My answer is no, for the reasons I have listed above. People should be mature enough to stay away from and not let the offensive materials in a library get to them",3.0
15898,6,"In their attempts to allow dirigibles to dock on the Empire State Building the builders ran into obstacles that in the end prevented the whole idea from moving on. ""The winds on top of the building were constantly shifting due to violent air currents"" (@NUM1 line @NUM2) because of the changing winds atop the building there would be no safe way to moor a, lighter then air, dirigible on top of a high building. The wind also posed another problem because if the captin let go of the controls the dirigible might spear itself atop another pointy sparer, thus leading to the other high buildings to be an obstacle. The Law of the day also became an obstacle ""an existing law against airships flying to low over urban areas"" (@NUM3 line 1) the building itself was high up but even at the top it wasn't legal for any airship to moor due to hieght restrictions. These attempts at building a mooring dock atop the Empire State building would have sent to New York spirling up ward to being in the land inovation but the obsticles were to great to surpass.",3.0
16233,6,"First of all the Empire State Building wasn't made for landing dirigibles on top of it. The architects had to redesign the whole top of the building. When they did that they never bothered to put proper landing gear down for the dirigibles. It was a bad day out, weatherwise, then it would be very difficult to land a dirigible without the proper landing gear. The dirigible is over @NUM1 feet long, without a very large landing service, it would be dangerous for the people in the dirigible, the people on the ground, and the people helping land the dirigible.",2.0
3389,2,"People should not take all the books out for the librarie. Beacuse other peolpe would probley like to look at those books also.  If people start taking books out, all the book  will be gone .So  that would mean  where would be no books form people  to look at. So thats why there should be a law that you can only have a book out for a given period of time . That would help to kept all the books in the liberary.      So if people just start talking the book for the liberary there wont be any book left in the liberary to check out. So there needs to be a law that says that you can check out a sarthen numbers of books at a time. And how long you can have the books for . If you dont bring the books back in a certain amount of time you will be charged. The amount will build up every day you dont bring ther books in. Also if you dont bay the bill you dont get to check out books until you bay the ammount. So that would be a good idea for people not to steal or take the books.     About the Book, moives, and magzines  that are the liberary.   All the books ,moives and magzines should stay on the shelves. Because if you take out one you should take out all off them. Beacuse every one needs to see  these thing in life even if it has some thing bad like a  movie  or a magzine it should stay on the shelves.     So if a book,magzine,or movie gettes taken off the shelfes all of them need to be taken off the shelf .Just becauseit not fare to there author , beacuse they toke time to make what ever they did. If you get them mad thill stop making book for me and you to read.     So thats what I think about the things you should do if you try to take books off the shelf in the liberary.But if its some thing really really bad mabey you should get it taken off the shelfs at the liberary or at any where they sell that book,moive and magzine.",3.0
3127,2,"There are many books in the library that shouldn't be there. From books about racism, violence, or pornagraphy I wouldn't want my young children to be able to take those type of books out of the library.     A library in a school is a great way to help sudents with projects, essays, or just to read. If my child was in elementry or even middle school , I wouldn't at all want them to be able to check out a book about things they shouldn't even know about yet. If my teenager was in high school though, I wouldn't mind that because they are old enough to realize the things that actually go on in the world. They also could be doing a project over the wrongs of pornagraphy, in which the library is better place to find a book then the interent that could take them to many bad websites. Since I go to my local high school I think its nice to be able to find anything I need in my library at school. It makes it easier to work on projects.      Also in libraries there are a ton of music, movies, and magazines. If a library has educational music, why not keep them in there? If the music is rap, pop, or country they could just get it from @CAPS1 instead of the library providing it. Magazines can also be educational. If you are doing a project on fashion a @CAPS2 @CAPS3 would be excellent to help them find out some tips. Magazines can also have some inaproprate things in them. Since all they talk about in the media is sex, sex articles would probably be in the magazines. Whenever I look in magazines I just skip all of that nonsense they talk about and read the articles about clothes, food, and people. Exposing that to young children wouldn't be the best, but for teenagers they understand. Movies shouldn't be in the library unless they are educational too. There are a ton of @CAPS4 around that those scary movies don't need to be in a library.     In conclusion I think it all depends on what kinds of kids are going into the library. For young children, stay with the cartoon educational type things. For teenagers, keep it educational but be more relaxed about it. If something offends you, go have a talk with the libraian they woukd probably be happy to take it off the shelf.",3.0
3915,2,"Certain material such as books, movies, and magazines should not be removed from libraries. The quote by Katherine Paterson simply states that if everyone had  the right to remove a book from a shelf, then we would have no books left on the shelf for any of us. The world would be empty because there is always something that a person sees as offensive.      To each person that finds the material offensive, there are always ten people who do not find it offensive at all. A person's beliefs can cloud their views on things like religion. There are so many wrong things out in the world that you can never do right by.      In places like libraries, you never know who might come in to check something out. That is why it is recommended to make sections in the library. Adult novels, childrens book, science finction novels all in different sections of the library. This would make a parent cautious of where their child goes. If a child walks into the wrong sections, there is only one person to blame; the parent. Children always wander off into random places because of curiousity. Parents have to make sure that nothing horrific happens such seeing something that a  toddler or a teenager is not supposed to see.      One object, such as a book, a movie, or a magazine, can teach a person millions of lessons. If those lesson are not tought yet, they will be tought later. In a harder way. The person might have to live the lesson to learn it. That is why some material should not be taken away.      Everyone believes in different things. There is always someone that has a different opinion of things. The world contains of many things that people find offensive, but it does not mean those things have to go. There is always a choice of what to do and what not to do. Someone has to find a way to fix things and in a good kind of way where people can find peace with themselves and others. Removing material from libraries can cause many things; approval, disapproval, anger, and happiness. Most of all, it can cause fights, which later on can turn into war. The material in our libraries is meant to teach people about life, and people find that wrong, then it means they do not experience life",3.0
15259,6,"the builders of the Empire State Building faced various obstacles and challenges in allowing dirigibles to dock there, including how to attach the mast and how to move people between the dirigible and the building. In order to attach the mast where the dirigibles would land, the builders could not simply fasten it with the cable teather to the top of the building. This would ""add stress to the building's frame"" with the combined pressure of the dirigibles load and the wind pressure. Therefore, the builders had to get the pressure down into the ground by strengthening and altering the building's steel frame.Another obstacle the builder's faced was the challenge of transporting people and luggage from the building to a dirigible floating in the air. The dirigibles would only be tethered by their front ends, but gondola, where the passengers rode, was located underneath the dirigible. this meant the construction of ""a gangplank to an open observation platform"" from which the people and luggage had to be moved @NUM1 floor by a special elevator. Although the builders of the Empire State Building faced various obstacles in building the mast, the one they really should have considered was the dager and impracticalness of docking dirigibles @NUM2 stories over New York City.",2.0
3292,2,"Katherine Paterson once said, 'All of us can think of a book that we hope none of our children or any other children have taken off the shelf. But if I have the right to remove that book from the shelf-that work I abhor-then so does everyone else. And then we have no books left on the shelf for any of us.' Katherine has a good view on the idea of censorship in libraries. Most books have ideas and topics that are offensive to one person or another. I believe that books that have something offensive in them should not be censored.      An idea that is offensive to one person @MONTH1 not be offensice to the other, and vice versa. Someone who is pro life on the controversial issue of abortion @MONTH1 believe that a book about a teenage girl getting an abortion is offensive and against their beliefs. In truth, the author was just trying to convey how the teenage girl feels and what happens when you go through with something like that. Katherine Paterson said it well when she mentioned that no books would be left on the shelves. If every person felt threatened or was offended by just one book, libraries would have to close because no books would be left. Books on the topic of religion would definitely have to be censored as well because people of differing religions. The @CAPS1 @MONTH1 be offensive to someone of @CAPS2 religion, and because of that the @CAPS1 would not be able to be sold. If that happened there would be an ongoing battle about it. Books should not be censored because an idea that is offensive to one, @MONTH1 not be to another.     If books were censored, literature would have an immediate downfall. When authors write books they are pouring their hearts out to us. If someone thinks their book is offensive and it gets censored, the author of the book would be even more offended. Their life's work could go into one book and just because a group of people do not like it, it gets taken off the shelves. I don't know about you but I would rather read a book with an interesting and maybe controversial topic than a book that seems to go nowhere. If censorship in libraries actually happened, many authors @MONTH1 say forget it and not even right anymore. It is very hard to write a book that pleases everyone. Also, attraction to literature would seize. People are not attracted to books that do not have a quality topic that gets them interested. Literature would have an immediate downfall if books were censored.     If books were censored, the quality of learning would not be the same. Books are tools for learning and taking them away would be harmful to education. Some teenagers including me @MONTH1 find some of the material they read-even in school-to be offensive or have a touchy subject. I do admit that reading books for class is somewhat annoying at times, but it will help us in the future. These books have meaning, which is why they are picked by teachers for students to read. Something offensive like a cuss word is not going to keep someone from finding the meaning of the book. The quality of learning would not be the same if books were censored.     A book can be offensive, yes, but one book is not going to ruin someone's life. An important thing to remember is that by taking a book off a shelf, or not playing music because of a few harmful words is like denying the creativity and compassion of an author or artist. One book that is offensive to one, @MONTH1 not be to another. If books were censored, literature would have an immediate downfall and the quality of learning would not be the same. For all of these reasons, censorship in libraries should not be allowed.",4.0
15537,6,"From what seemed to be a very possible way to make the Empire State Building famous to relizing how hard it was going to be the builders of the Empire State Building faced several obsticals in allowing dirigibles to dock. These problems included added Stress to the buildings frame. Therefore the foundation would have to be motified and Strengthened to accomodate this added stress."" Not only did the builders have to worry about structural but the winds. ""The winds on top of the building were constantly shifting due to violet air currents"" After all of the obsticlas the builders finally realized that this ""dream"" was impossible to overcome",2.0
15303,6,"Constructing anything is always a difficult taksk, but trying to construct the worlds tallest building and have dirigibles being able to dock there is even harder. The workers who were modifing the Empire State Building had nemerous obstacles that stood in their way when attempting to allow dirigibles to dock at the Empire State Building. The obstacle they could not controll was nature herself. The winds were said to be ""constantly shifting due to violent air currents,"" according to the excerpt wich made it difficult for dirigibles to dock there, and dangerous. Also another factor that was an obsticle for the constructors was the building itself. The structure of the building would have to be modified because the dirigible ""would add stress to the building's frame,"" so constructors wolud have to make the building support this tremendous stress. Another obsticle was safty because some dirigibles were filled with hydrogen which was extremely flamable and dangerous for the massive population on the ground. These are a few of the many obstacles faced when modifing the Empire State Building.",4.0
14930,6,"Builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock there. The builders could not simply just drop a mooring mast on the roof. It would add stress to the building's frame. Another problem that faced the builders was that hydrogen is very flamable. If a dirigible had been caught on fire and exploded, over downtown New York, then law suites would be made. Another problem that faced the builders in attempting to allow dirigibles to dock on the Empire State Building were the winds at the top of the building. There were shifting winds due to violent air currents and these winds would make it extremely difficult for dirigibles to dock. The last obstacle was the fact that there was a law against aircraft flying too low over urban areas. Builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock there.",4.0
14847,6,"The builders of the Empire State Building faced many obstacles in their attempts to allow dirigibles to dock at the mooring mast. Al Smith was the architect, and man behind the idea of the Empire State building. He and the maker of the Chrysler building were competing against eachother to construct the world's tallest building. To make the Empire State building bigger than the Chrysler building, Smith was going to construct somthing that John Tauranac stated, ""Would be equipped for an age of transportation that was only the dream of aviation pioneers"". That dream was to travel by blimp. The Empire State Building was going to have a mooring mast at its top for the dock of air ships. It was not going to be as easy as the concept. The architects couldn't drop a mooring mass on the roof because it would stress the buildings frame. The greatest reason the mast would never fufill its destiny was for safety. The excerpt states, ""Most derigibles used hydrogen"". Hydrogen is flammable. There was also a law that was, ""against air ships flying too low over urban areas"". After numberous attempts and modifications, the idea was shelved.",3.0
4276,2,"What other people take as offensive might be taken to others as something they value. I believe that all sorts of books, music, and magazines should stay on the shelves at the library. People value many different things and we need to give others an opportunity to explore what else there is.                                                Different types of books explain different types of things. Some people connect with books in a way that others @MONTH1 not understand. Taking certain types of books away can risk other peoples feelings. Taking music, in my opinion, would be the worst because people get lost in some types of music. They use music to escape their probems and taking that away can leave them helpless. People love movies. It helps people understand what is going on in other peoples point of views. Taking away movies could leave people with no entertainment. People like different movies and some movies can be offensive. But, it's not up to anybody else. Magazines help people keep up with news. Most of the news can be very offensive. It is the people around you causing the offensive news. Taking away magazines can be keeping people from the latest gossip and news.                                          Taking away things that people use to connect with, what they use to escape with, their entertainment, and the news would most likely cause peoepl to act out in a bad way. Everybody is defferent and everybody likes different things and taking away something that others think is offensive is unfair to the people that think it isn't. What if somebody thought what you liked was inappropriate? How would you feel?",4.0
15181,6,"Builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock there, both during construction and after. During The creation of the mooring mast, the architects had to figure out how to place it on top of the building, because the stress of the load and wind pressure would add stress to the building's frame; instead, they had to transmit the load and pressure to the foundation, modifying and strengthening the steel frame of the building. Builders also wantd the mast to be aesthetically pleasing, needing to make the tower of shiny glass and chrome-nickel stainless steel, rising to a conical roof and illuminated from inside. After the creation Of the mooring mast, more difficulties arose. The safety of the mast was an issue, as the hydrogen-using blimps outside the U.S. were highly flammable, and the German dirigible Hindenburg caught fire as a result. The winds at the top of the building, too, created danger, for they constantly shifted from the violent air currents. Dirigibles would swivel around the mooring mast  Another obstacle was the law forbidding airships from flying too low over urban areas. It would be illegal, therefore, for a dirigible to tie up to the building Or even fly too close to the area.",4.0
16458,6,"In their attempts to try and build a platform for dirigibles to dock at, the builders of the Empire State Building failed to note a few difficulties. One would be the way passengers got one and off of dirigibles. While anchoring to refuel and allowing passengers to get on and off, the rear of the blimp would constantly swivel which could endanger the passengers and could possibly cause the dirigible to get damaged or destroyed. Another difficulty was the way the mast was built. It had a design similar to that of a rocket, so it was not possible for dirigibles to completely land. If it had a platform-like design, so instead of hovering dirigibles could land, which allowed for more stability.",2.0
16256,6,"The Empire State Building was in construction the building passed for many obstacles. First, because they wanted to do the biggest build in the world and they had to work hard. The State building was destined to never fulfill its purpose for reason that should have been apparent before it was ever constructed",0.0
16566,6,"Architects based in New York tried very hard to build a successful mooring mast on top of the Empire State Building, to dock dirigibles for several hours for refueling or service purposes and to allow passengers on and off the blimp. While building, Architects faced some challenging obstacles that destroyed the chances of the mooring mast to open and become usable. A dirigible moored at the top of the Empire State Building only held by one cable tether would cause tension on the building's frame. The weight and wind pressure would need to be transferred to the buildings foundation. About over @MONEY1 of modifications would need to be made to the buildings framework. Another obstacle was the roof. ""When the building had been framed to the 85th floor, the roof had to be completed before the framing for the mooring mast could take place,"" wrote @PERSON1 in her article 'The Mooring Mast.' The greatest obstacle however was nature itself. Violent air currents caused the winds to change nonstop causeing the blimp to swivel around the mooring mast. The only solution would be to weigh down the back of the craft with lead weights, but the risk was to much. Last but not least there was a line New York against airships flying to low over urban areas. The law made it illegal for a blimp to even approach the Empire State building. As a result of not being able to use the mooring mast for dirigibles to station, the rooms set aside were turned into the world's highest soda fountain and a tea garden for tourist and sightseers. By the late 1930s dirigibles had become transportation of the past, and airplanes had made their way to the front of the crowd.",4.0
3277,2,"Censorship is a tricky concept. It is a word that can ban music from stores, books from shelves, and movies from theaters. Katherine Paterson, an author, said that if all things reading or listening materials were removed, nothing would be left. I thoroughly agree with that statement. If someone finds one aspect of a work offensive, that does not qualify for the work to be banned or discarded. I believe offensive material should not be removed because of the following reasons: it suppresses the feelings of the author, nothing will be left on the shelves, and there is no defining line on what is or is not offensive.     Now, I understand there is a vast amount of people who are against my position. I assure them that I understand those feelings. Some audiences feel that the removal of offensive material is good because it shields the ears of those who cannot handle the verbage or context. Others @MONTH1 feel that sensitive audiences @MONTH1 not be comfortable with the text. In addtion, many people believe that exposing people to violent, risky, and material with dangerous habits will evoke the same behavior in young children. Though these are all valid opinions, they are not enough to automatically think that it is okay to throw it off the shelves.     Contrary to the opinions of others, I believe one reason @CAPS6 material should be kept on the shelves because if it is not on the shelves, the the thoughts and feelings of the writer will be suppressed. For instance, the book 'To @CAPS1 a @CAPS2' was banned for a long time. Harper @CAPS3's book, @MONTH1 have had some slurs we @MONTH1 find offensive today. However, that is the way people in that time spoke. Who are we to fault the people of the @DATE1 and @DATE2 for how that articulate words? By banning 'To @CAPS1 a @CAPS2' for the time frame that it was banned, generations were robbed of the powerful and beautiful meaning of the entire book. That meaning was that you cannot punish the innocent because they have done nothing wrong. The same for done for @CAPS6 book. @CAPS6 one reason why I believe that should stay on the shelves.     Next, works of literature and music should stay on the shelves because as Katherine Paterson said if everyone removes a book, '...then we have no books left on the shelf for any of us.' @CAPS6 is very true. Many books have been on the banned book list. For instance there is 'To @CAPS1 a @CAPS2,' '@CAPS9 in the @CAPS10,' '@PERSON2,' and the like. What book will be removed from the shelves next? Once society is relieved of all literature, the next step will be music. Look at the singer/songwriter @PERSON3. He made some very sexually themed music. When people bought his records in the @DATE3, they had to be covered or placed in brown papered bags. They @MONTH1 be considered censorship, but that is one step away from being banned. His record company refused to produce his music under his name because of the scandalous lyrics. Because of that, @PERSON3 has changes his name to an unpronouncable symbol. What will be next?     Finally, my last reason for why offensive material should not be removed is because who is to say whether or not something is offensive? A novel or song @MONTH1 be pleasing to @NUM1 people, but should it be extinguished from the record store or library because of one person? I do not think so. There are many words and concepts that have not be socially accepted of the centuries. However, those same appalling concepts have become accepted if not an uncommon habit.  If @CAPS6 'offensive material' is given time, it will become unoffensive in the years to come.     For all the reasons I have stated, I do not agree with removing anything off the shelves because something finds it to unacceptable if not offensive. If everything is removed because of an opinion, the world of the arts will be no more. Then, we as people will wonder what will be left of us. We will be nothing more than a mass of narrow-minded and ignorant individuals who know nothing about books, music, magazines, movies, etc. Now, I pose @CAPS6 question to you: If all was deemed offensive material, what would be left?",5.0
4086,2,"Parents are responsible for their child, whether it's taking them to school, making sure their grades are up or even watching what their child reads. Libraries should not remove 'offensive' books, magazines, movies, etc. That is the parents reponsibility, it's the library's.      The library is a place to go when you want to get a book or a movie or a magazine, ect. Whether it's for enjoyment or research. That book was specifically placed in the library for someone to read. If we took out all the material in the library that some people, in there oppion, found offensive, then there wouldn't be very many books left in the library. Who is to choose if the books were offensive anyhow? If an adult or mature teenager went to the library to look for a book and it wasn't there because they took it off the shelves because parents couldn't watch their child pick out a book? Or even teach them that those books are wrong.      The parents have full responsibiliy if their child is reading something that is inapropriate in their eyes. How would the library know which books to take off the shelf because all parents have different ideas of what is right and wrong. If the kid is young, the parent would be the one taking their child to the library, so they could easily watch which book, magazine, or movie they're picking out. Most libraries have a children's section anyway.     It is not the library's responisbility to watch out for your child, it's the parents. Their job is to supply the community with books, movies, magazines, etc. Libraries should keep the books on the shelvles so people from all over can enjoy any book they would like to read.",3.0
4748,2,"No, materials should not be removed from the libraries.First most of books,movies and,music are the best way to support difffernt things.They all have there type of way of convinicing you.There are many different ways to understand but those are certainly the best ways.                          Like a movie some people like to see things to understand them.Because it take times for some people to see instead of reading or listening.It take people to just seat and watch is a great way.Some people that look at a movie an a wrong way get the wrong type of thought about something which make it offensive to them.                                                                    Like music is a great way to understand what someone is trying to say or get across.You have to take time out to really listen and here what they are taking about.If you here a song once and then you just take it a wrong way u never let your mind here what they said.Some people let one word or two make u think differnt about the song.So before u judge listen to the whole song.     A book one of the worlds best way to understand were someone is comeing from.A book is like a short life.If judge a book bye its first couple paragraphs you would never get a meaning out of it.With a book you have to give it a chance to seek in your mind so that you do get an understanding.A book can tell u alot of things.So some people take it offensive.     These types of materials should never be removed from labraries.This things are great ways to understand things.So if you take one thing offensive try another way maybe its a better way for people to understand it.Without this materials we would never understond,discovery anythong in are worl",2.0
